RK,NAME,KEEP?,POS,,TEAM,AGE,SALARY,FP,/GP,VORP,/$,ADP,DIFF.,,ADJ,GP,TOI,G,A,PTS,SOG,PPG,PPP,SHG,SHP,BLK,HIT,+/-,PIM,GWG,FOW,FOL,FO%,,GP,W,L,OTL,SO,SV,GA,SV%,GAA
254,Mikey Anderson,N,D,98,L.A,27,$4.1,183.4,2.2,-60.4,-4.8,—,N/A,, ,82,20.6,4,18,22,75,0,0,0,0,132,110,0,26,1,0,0,0%,,,,,,,,,,
255,Tyler Kleven,N,D,99,OTT,24,$1.6,183.3,2.3,-60.5,-4.8,—,N/A,, ,80,17.3,4,14,18,95,0,0,0,2,110,125,1,41,1,0,0,0%,,,,,,,,,,
256,Joseph Woll,,G,37,PHI,28,$3.7,138.0,3.9,-60.7,-4.9,132.0,-124.0,, ,,,,,,,,,,,,,,,,,,,,35,18,13,4,2,867,95,0.901,2.73
257,Tyler Bertuzzi,N,"LW,RW",67,CHI,31,$5.5,273.9,3.3,-61.0,-4.9,136.4,-120.6,, ,83,17.7,28,27,54,169,10,20,0,0,29,63,-7,33,3,39,54,42%,,,,,,,,,,
258,Josh Doan,Y,RW,68,BUF,24,$7.0,273.2,3.6,-61.7,-4.9,134.7,-123.3,,+,77,16.6,24,28,52,170,8,16,0,0,31,78,3,24,4,9,23,29%,,,,,,,,,,
259,Jackson Blake,Y,RW,69,CAR,23,$5.1,272.6,3.3,-62.2,-5.0,141.7,-117.3,,+ +,83,16.5,25,33,58,184,5,12,0,0,36,26,9,38,4,3,11,20%,,,,,,,,,,
260,Frederik Andersen,,G,38,EDM,36,$1.0,136.1,3.9,-62.6,-5.0,133.3,-126.7,, ,,,,,,,,,,,,,,,,,,,,35,21,11,4,2,827,98,0.894,2.79
261,Rasmus Sandin,N,D,100,WSH,26,$4.6,181.2,2.2,-62.7,-5.0,—,N/A,, ,81,17.5,4,21,25,83,0,2,0,0,119,89,3,21,1,0,0,0%,,,,,,,,,,
262,Charle-Edouard D'Astous,N,D,101,T.B,28,$0.9,181.1,2.3,-62.7,-5.0,—,N/A,, ,79,17.4,6,22,28,85,0,3,0,0,84,97,7,66,1,0,0,0%,,,,,,,,,,
263,Matvei Michkov,Y,"LW,RW",70,PHI,21,$1.0,272.1,3.3,-62.7,-5.0,139.9,-123.1,, ,83,15.8,23,35,59,181,6,15,0,0,23,40,2,52,4,5,13,27%,,,,,,,,,,
264,Tristan Jarry,,G,39,EDM,31,$5.4,135.7,3.9,-63.0,-5.0,—,N/A,, ,,,,,,,,,,,,,,,,,,,,35,20,11,4,2,842,100,0.894,2.84
265,Nick Seeler,N,D,102,PHI,33,$2.7,180.2,2.2,-63.6,-5.1,—,N/A,, ,82,17.6,1,11,12,81,0,0,0,1,160,124,0,41,0,0,0,0%,,,,,,,,,,
266,Valeri Nichushkin,Y,"LW,RW",71,CBJ,31,$6.1,270.9,3.7,-63.9,-5.1,142.9,-123.1,, ,74,18.6,24,30,54,178,5,10,0,1,30,68,3,22,4,2,3,45%,,,,,,,,,,
267,Jamie Oleksiak,N,D,103,VAN,33,$5.0,179.6,2.2,-64.2,-5.1,—,N/A,, ,83,20.9,2,13,16,83,0,0,0,0,152,118,-9,40,0,0,0,0%,,,,,,,,,,
268,Kevin Bahl,N,D,104,CGY,26,$5.4,179.6,2.2,-64.3,-5.1,—,N/A,, ,82,22.2,4,18,22,78,0,1,0,1,121,119,-9,52,1,0,0,0%,,,,,,,,,,
269,Logan Stankoven,N,"C,RW",72,CAR,23,$6.0,270.2,3.3,-64.7,-5.2,141.6,-127.4,,+,82,16.5,23,30,53,193,5,13,0,0,29,58,8,23,4,388,447,46%,,,,,,,,,,
270,Adin Hill,,G,40,VGK,30,$6.3,133.9,3.8,-64.8,-5.2,127.0,-143.0,, ,,,,,,,,,,,,,,,,,,,,35,20,11,4,2,807,94,0.896,2.68
271,Damon Severson,N,D,105,CBJ,32,$6.3,178.5,2.3,-65.3,-5.2,—,N/A,, ,79,19.5,7,22,29,97,0,3,0,0,99,51,3,49,1,0,0,0%,,,,,,,,,,
272,Kaiden Guhle,N,D,106,MTL,24,$5.5,178.4,2.5,-65.4,-5.2,—,N/A,, ,71,18.5,5,15,21,78,0,0,0,0,118,113,1,48,1,0,0,0%,,,,,,,,,,
273,Cole Perfetti,N,"LW,RW",73,WPG,24,$6.0,268.8,3.3,-66.0,-5.3,—,N/A,, ,80,16.7,20,31,51,174,6,16,0,0,41,69,2,24,3,14,25,36%,,,,,,,,,,
274,Alex Nedeljkovic,,G,41,S.J,30,$3.0,132.6,3.8,-66.1,-5.3,—,N/A,, ,,,,,,,,,,,,,,,,,,,,35,17,14,5,1,942,109,0.896,3.11
275,Nico Daws,,G,42,N.J,25,$1.1,132.0,3.8,-66.7,-5.3,—,N/A,, ,,,,,,,,,,,,,,,,,,,,35,17,13,4,2,866,99,0.897,2.83
276,Matty Beniers,Y,C,66,SEA,23,$7.1,261.7,3.1,-66.8,-5.3,—,N/A,, ,84,20.2,23,31,54,162,6,12,0,0,73,41,-7,25,3,569,625,48%,,,,,,,,,,
277,Lawson Crouse,N,"LW,RW",74,UTA,29,$4.3,267.9,3.2,-66.9,-5.4,125.6,-151.4,, ,84,16.5,19,17,36,146,2,2,1,2,56,201,2,38,3,30,50,37%,,,,,,,,,,
278,Mario Ferraro,N,D,107,WPG,27,$4.0,176.2,2.1,-67.6,-5.4,—,N/A,, ,83,18.1,4,13,17,79,0,0,0,0,127,118,0,36,1,0,0,0%,,,,,,,,,,
279,Marcus Pettersson,N,D,108,NYR,30,$5.5,176.1,2.1,-67.7,-5.4,—,N/A,, ,83,20.8,4,20,24,72,0,0,0,0,140,82,0,49,1,0,0,0%,,,,,,,,,,
280,Sergei Murashov,,G,43,PIT,22,$0.9,130.7,3.7,-68.0,-5.4,134.2,-145.8,, ,,,,,,,,,,,,,,,,,,,,35,17,13,4,1,893,105,0.895,2.99
281,Ivan Barbashev,Y,LW,69,VGK,30,$5.0,260.6,3.2,-68.1,-5.4,146.6,-134.4,, ,82,15.7,22,31,53,129,2,4,0,0,37,126,7,22,4,18,37,33%,,,,,,,,,,
282,Luke Evangelista,Y,"LW,RW",75,NSH,24,$3.0,266.4,3.3,-68.5,-5.5,—,N/A,, ,82,17.4,17,41,58,193,3,16,0,0,24,33,0,26,2,0,2,6%,,,,,,,,,,
283,Trevor Zegras,Y,"C,LW,RW",76,PHI,25,$9.1,266.1,3.5,-68.7,-5.5,136.2,-146.8,,+,75,18.6,24,37,61,163,7,17,0,0,30,49,2,42,4,122,224,35%,,,,,,,,,,
284,Zach Whitecloud,N,D,109,CGY,29,$2.8,174.7,2.2,-69.1,-5.5,—,N/A,, ,80,20.9,2,15,17,69,0,0,0,0,144,124,-9,37,0,0,0,0%,,,,,,,,,,
285,Matt Coronato,N,RW,77,CGY,23,$6.5,265.7,3.2,-69.2,-5.5,—,N/A,, ,82,17.6,23,29,52,207,6,17,0,0,30,34,-10,31,3,72,108,40%,,,,,,,,,,
286,Ty Emberson,N,D,110,EDM,26,$1.3,174.0,2.2,-69.8,-5.6,—,N/A,, ,80,17.3,3,15,18,68,0,0,0,0,119,130,5,26,1,0,0,0%,,,,,,,,,,
287,Ivar Stenberg,N,LW,70,S.J,18,$1.1,258.7,3.2,-70.0,-5.6,136.7,-150.3,,+,80,15.0,19,32,51,148,5,13,0,0,34,95,0,32,3,0,0,40%,,,,,,,,,,
288,Jacob Middleton,N,D,111,CGY,30,$4.4,173.6,2.2,-70.2,-5.6,—,N/A,, ,81,19.3,4,15,19,77,0,0,0,0,144,98,-8,60,1,0,0,0%,,,,,,,,,,
289,Drew Doughty,N,D,112,L.A,36,$11.0,173.6,2.3,-70.2,-5.6,—,N/A,, ,75,22.9,5,21,27,99,1,5,0,0,92,58,1,40,1,0,0,0%,,,,,,,,,,
290,Ryan Pulock,N,D,113,NYI,31,$6.2,173.5,2.2,-70.4,-5.6,—,N/A,, ,79,20.7,2,18,20,83,0,0,0,1,153,72,-3,21,0,0,0,0%,,,,,,,,,,
291,Erik Cernak,N,D,114,T.B,29,$5.2,173.2,2.2,-70.6,-5.6,—,N/A,, ,78,18.3,2,14,16,63,0,0,0,1,119,141,6,55,0,0,0,0%,,,,,,,,,,
292,Ross Colton,N,"C,LW",71,NSH,29,$4.0,258.0,3.3,-70.7,-5.7,—,N/A,, ,79,14.8,15,20,34,174,1,3,0,0,40,179,-2,29,2,122,141,46%,,,,,,,,,,
293,Michael Kesselring,N,D,115,S.J,26,$4.5,172.7,2.3,-71.1,-5.7,—,N/A,, ,74,18.5,5,16,21,115,0,0,0,0,95,79,-1,68,1,0,0,0%,,,,,,,,,,
294,Patrick Kane,N,RW,78,CHI,26,$8.0,263.3,3.4,-71.6,-5.7,132.0,-162.0,, ,77,17.4,18,39,56,185,5,20,0,0,27,29,-5,17,2,4,10,29%,,,,,,,,,,
295,Artem Zub,N,D,116,OTT,29,$4.6,172.0,2.2,-71.8,-5.7,—,N/A,, ,79,20.8,3,19,23,82,0,0,0,1,128,75,3,47,1,0,0,0%,,,,,,,,,,
296,Niko Mikkola,N,D,117,FLA,30,$5.0,171.9,2.1,-71.9,-5.8,—,N/A,, ,81,19.9,3,13,16,85,0,0,0,0,102,128,3,52,1,0,0,0%,,,,,,,,,,
297,Emil Heineman,N,"LW,RW",79,NYI,24,$1.1,262.6,3.3,-72.2,-5.8,—,N/A,, ,79,15.6,19,13,32,148,3,5,0,0,48,215,-5,24,3,5,13,28%,,,,,,,,,,
298,Marco Kasper,N,"C,LW",72,DET,22,$0.9,256.3,3.1,-72.5,-5.8,—,N/A,, ,82,15.4,16,18,35,153,3,6,0,1,51,177,-2,27,3,258,276,48%,,,,,,,,,,
299,Mikael Granlund,Y,"C,LW",74,ANA,34,$7.0,255.6,3.3,-73.1,-5.9,—,N/A,, ,79,18.5,20,34,54,147,5,14,0,1,54,53,-2,27,3,461,482,49%,,,,,,,,,,
300,Sam Rinzel,N,D,118,CHI,22,$0.9,170.0,2.3,-73.9,-5.9,132.4,-167.6,, ,72,18.9,5,17,23,110,0,3,0,0,91,70,-7,37,1,0,0,0%,,,,,,,,,,
301,Matthew Robertson,N,D,119,NYR,25,$0.8,169.8,2.1,-74.0,-5.9,—,N/A,, ,80,17.4,6,14,20,86,0,0,0,0,93,110,-1,38,1,0,0,0%,,,,,,,,,,
302,Louis Crevier,N,D,120,BUF,25,$0.9,169.7,2.4,-74.1,-5.9,—,N/A,, ,71,17.3,6,14,19,91,0,0,1,1,93,109,-1,36,1,0,0,0%,,,,,,,,,,
303,Chris Kreider,N,LW,76,ANA,35,$6.5,254.1,3.1,-74.6,-6.0,—,N/A,, ,81,16.8,23,23,47,164,8,15,1,1,26,82,-2,31,3,21,35,37%,,,,,,,,,,
304,Dmitri Voronkov,N,LW,77,CBJ,25,$4.2,253.3,3.2,-75.4,-6.0,—,N/A,, ,79,15.1,22,22,44,150,8,12,0,0,40,109,3,51,4,57,102,36%,,,,,,,,,,
305,Philipp Grubauer,,G,44,SEA,34,$5.9,123.3,3.5,-75.4,-6.0,—,N/A,, ,,,,,,,,,,,,,,,,,,,,35,13,16,5,1,945,109,0.897,3.11
306,Jordan Binnington,,G,45,STL,33,$6.0,123.2,3.5,-75.5,-6.0,134.3,-171.7,, ,,,,,,,,,,,,,,,,,,,,35,16,14,5,1,874,105,0.893,2.99
307,Alex Vlasic,N,D,121,CHI,25,$4.6,167.7,2.0,-76.2,-6.1,—,N/A,, ,83,21.9,4,19,23,95,0,0,0,1,138,49,-11,24,0,0,0,0%,,,,,,,,,,
308,Tom Willander,N,D,122,VAN,21,$1.0,167.3,2.1,-76.5,-6.1,—,N/A,, ,79,19.4,7,21,28,84,0,4,0,0,104,56,-12,29,1,0,0,0%,,,,,,,,,,
309,Connor Murphy,N,D,123,EDM,33,$4.1,167.2,2.1,-76.6,-6.1,—,N/A,, ,78,19.2,2,13,15,69,0,0,0,1,145,101,5,61,0,0,0,0%,,,,,,,,,,
310,Anthony Cirelli,Y,C,70,T.B,29,$6.3,251.4,3.1,-77.1,-6.2,135.3,-174.7,, ,82,17.4,23,29,52,143,3,6,2,4,58,53,10,33,4,581,601,49%,,,,,,,,,,
311,Mason Marchment,Y,LW,79,S.J,31,$6.8,251.4,3.2,-77.3,-6.2,132.2,-178.8,, ,79,16.2,21,29,50,141,4,9,0,0,32,94,0,51,3,16,22,42%,,,,,,,,,,
312,Dylan Demelo,N,D,124,WPG,33,$4.9,166.4,2.0,-77.5,-6.2,—,N/A,, ,84,21.4,1,18,19,62,0,0,0,1,118,119,3,40,0,0,0,0%,,,,,,,,,,
313,Anders Lee,N,LW,81,UTA,36,$5.4,250.3,3.0,-78.4,-6.3,—,N/A,, ,84,14.9,18,20,38,187,3,5,0,0,38,100,4,40,3,44,48,48%,,,,,,,,,,
314,Matvei Gridin,Y,"LW,RW",80,CGY,20,$1.0,256.1,3.5,-78.8,-6.3,—,N/A,, ,74,16.9,18,34,53,162,5,20,0,0,52,42,-9,19,3,7,31,18%,,,,,,,,,,
315,Hampus Lindholm,N,D,125,BOS,32,$6.5,164.8,2.3,-79.0,-6.3,—,N/A,, ,72,22.5,4,21,24,102,1,4,0,0,112,34,-1,51,1,0,0,0%,,,,,,,,,,
316,Alex Carrier,N,D,126,MTL,29,$3.8,164.7,2.0,-79.1,-6.3,—,N/A,, ,81,19.0,4,16,20,64,0,0,0,1,159,61,2,40,1,0,0,0%,,,,,,,,,,
317,Drew Helleson,N,D,127,ANA,25,$1.1,164.6,2.2,-79.2,-6.3,—,N/A,, ,74,19.2,5,17,22,73,0,0,0,2,110,95,-5,38,1,0,0,0%,,,,,,,,,,
318,Ryan McDonagh,N,D,128,T.B,37,$4.1,164.2,2.1,-79.6,-6.4,—,N/A,, ,77,20.2,4,22,26,70,0,0,0,1,132,43,8,21,1,0,0,0%,,,,,,,,,,
319,Elias Lindholm,N,C,71,BOS,31,$7.8,248.7,3.1,-79.8,-6.4,—,N/A,, ,81,16.8,16,27,43,133,3,11,0,1,67,72,-3,25,2,717,567,56%,,,,,,,,,,
320,Tyler Myers,N,D,129,DAL,36,$1.5,164.0,2.0,-79.8,-6.4,—,N/A,, ,80,18.0,3,14,17,81,0,0,0,1,122,90,3,55,0,0,0,0%,,,,,,,,,,
321,Adam Pelech,N,D,130,NYI,32,$5.8,164.0,2.1,-79.8,-6.4,—,N/A,, ,79,20.9,1,17,18,100,0,0,0,1,122,73,-3,44,0,0,0,0%,,,,,,,,,,
322,Jordan Staal,N,C,72,CAR,37,$2.9,248.2,3.0,-80.3,-6.4,—,N/A,, ,82,15.8,16,19,35,114,1,1,1,2,50,159,6,27,3,872,690,56%,,,,,,,,,,
323,Viktor Arvidsson,Y,"LW,RW",81,DET,33,$5.0,254.5,3.5,-80.4,-6.4,—,N/A,, ,73,15.8,23,26,49,188,5,12,0,0,35,36,0,30,4,10,14,41%,,,,,,,,,,
324,Kaedan Korczak,N,D,131,PIT,25,$3.3,163.4,2.3,-80.4,-6.4,—,N/A,, ,72,19.0,3,18,21,73,0,0,0,0,102,101,2,26,0,0,0,0%,,,,,,,,,,
325,Jared Spurgeon,N,D,132,MIN,36,$7.6,163.1,2.2,-80.7,-6.5,—,N/A,, ,75,19.2,3,15,18,77,0,3,0,0,125,77,3,18,0,0,0,0%,,,,,,,,,,
326,Charlie Coyle,N,C,73,CBJ,34,$6.0,247.4,2.9,-81.1,-6.5,—,N/A,, ,84,16.8,18,28,45,130,4,7,0,1,54,108,2,25,3,579,574,50%,,,,,,,,,,
327,Dante Fabbro,N,D,133,CBJ,28,$4.1,162.4,2.1,-81.4,-6.5,—,N/A,, ,78,17.5,6,13,18,78,0,0,0,0,128,75,0,36,1,0,0,0%,,,,,,,,,,
328,Vasily Podkolzin,N,"LW,RW",82,EDM,25,$3.0,253.1,3.3,-81.7,-6.5,—,N/A,, ,78,15.5,15,19,33,130,1,2,0,0,49,212,6,39,3,18,43,30%,,,,,,,,,,
329,Jonas Brodin,N,D,134,MIN,33,$6.0,161.6,2.2,-82.2,-6.6,—,N/A,, ,74,20.7,4,17,21,87,0,0,0,0,144,33,5,23,1,0,0,0%,,,,,,,,,,
330,Anthony Stolarz,,G,46,TOR,32,$3.8,116.4,4.2,-82.3,-6.6,133.4,-196.6,, ,,,,,,,,,,,,,,,,,,,,28,15,10,3,1,751,82,0.902,2.92
331,Brayden Schenn,N,"C,LW",83,NYI,35,$6.5,246.0,2.9,-82.7,-6.6,—,N/A,, ,84,15.6,16,23,38,119,2,6,0,0,42,172,-5,50,2,445,403,52%,,,,,,,,,,
332,Rasmus Ristolainen,N,D,135,PHI,31,$5.1,160.4,2.3,-83.4,-6.7,—,N/A,, ,70,21.0,2,16,18,88,0,1,0,1,105,85,1,25,0,0,0,0%,,,,,,,,,,
333,Jacob Fowler,,G,47,MTL,21,$0.9,115.2,3.8,-83.5,-6.7,153.4,-179.6,, ,,,,,,,,,,,,,,,,,,,,30,16,11,4,1,760,88,0.896,2.95
334,Morgan Frost,N,C,75,CGY,27,$4.4,244.7,3.0,-83.8,-6.7,—,N/A,, ,83,15.9,19,25,44,149,5,15,0,0,47,67,-8,28,3,570,503,53%,,,,,,,,,,
335,Simon Benoit,N,D,136,PHI,27,$1.4,159.9,2.0,-83.9,-6.7,—,N/A,, ,80,15.8,1,8,9,58,0,0,0,0,106,175,-2,47,0,0,0,0%,,,,,,,,,,
336,Aliaksei Protas,N,"LW,RW",83,WSH,25,$3.4,250.8,3.1,-84.1,-6.7,139.6,-196.4,,+,82,16.7,25,32,57,156,0,1,2,3,42,38,7,21,4,25,43,37%,,,,,,,,,,
337,Zayne Parekh,N,D,137,CGY,20,$1.0,159.6,2.2,-84.2,-6.7,136.0,-201.0,, ,74,17.5,7,15,22,95,4,10,0,0,76,58,-7,25,1,0,0,0%,,,,,,,,,,
338,Elias Pettersson (D),N,D,138,VAN,22,$0.9,159.1,2.2,-84.7,-6.8,—,N/A,, ,71,18.1,5,12,16,69,0,0,0,0,99,130,-11,37,1,0,0,0%,,,,,,,,,,
339,Tony DeAngelo,N,D,139,NYI,30,$4.5,158.9,2.2,-84.9,-6.8,—,N/A,, ,71,17.0,5,21,26,113,1,6,0,0,65,40,-4,24,1,0,0,0%,,,,,,,,,,
340,Tyson Foerster,N,"LW,RW",84,PHI,24,$3.8,249.9,3.4,-85.0,-6.8,132.7,-207.3,,+,74,17.4,26,18,44,152,5,9,0,1,53,73,2,33,4,1,3,21%,,,,,,,,,,
341,Kevin Lankinen,,G,48,VAN,31,$4.5,113.2,3.2,-85.5,-6.8,—,N/A,, ,,,,,,,,,,,,,,,,,,,,35,12,17,6,1,950,115,0.892,3.28
342,Cam Fowler,N,D,140,STL,34,$6.1,157.1,1.9,-86.7,-6.9,—,N/A,, ,82,20.8,3,26,30,84,1,8,0,0,88,26,-3,21,0,0,0,0%,,,,,,,,,,
343,James Hagens,N,C,76,BOS,19,$1.0,241.8,3.3,-86.8,-6.9,—,N/A,, ,74,14.0,20,26,46,151,5,12,0,0,31,88,0,30,3,90,135,40%,,,,,,,,,,
344,Nate Schmidt,N,D,141,UTA,35,$3.5,155.9,1.9,-87.9,-7.0,—,N/A,, ,82,19.2,4,14,18,80,0,0,0,0,101,83,4,29,1,0,0,0%,,,,,,,,,,
345,Kyle Palmieri,Y,RW,85,NYI,35,$4.8,246.0,3.3,-88.9,-7.1,—,N/A,, ,74,17.8,20,24,44,179,6,14,1,1,35,57,-3,24,3,9,13,41%,,,,,,,,,,
346,Mason Lohrei,N,D,142,BOS,25,$3.2,154.6,2.0,-89.2,-7.1,—,N/A,, ,78,16.1,6,20,26,75,1,8,0,0,90,42,-2,22,1,0,0,0%,,,,,,,,,,
347,Jack Quinn,Y,RW,86,BUF,24,$3.4,245.5,3.2,-89.4,-7.2,—,N/A,, ,77,15.8,19,29,48,171,4,13,0,0,26,52,1,22,3,3,9,22%,,,,,,,,,,
348,Jake Neighbours,N,"LW,RW",87,STL,24,$3.8,245.3,3.0,-89.6,-7.2,128.9,-219.1,, ,81,14.5,19,23,42,110,3,10,0,0,43,153,-1,39,3,7,15,32%,,,,,,,,,,
349,Mackie Samoskevich,Y,RW,88,SEA,23,$3.9,245.2,3.0,-89.7,-7.2,—,N/A,, ,81,14.9,15,20,35,160,2,6,0,0,39,150,-5,26,2,3,9,24%,,,,,,,,,,
350,Joel Edmundson,N,D,143,L.A,33,$3.9,153.9,1.9,-89.9,-7.2,—,N/A,, ,80,18.6,2,13,15,80,0,0,0,0,110,97,0,28,0,0,0,0%,,,,,,,,,,
351,Jordan Eberle,Y,RW,89,SEA,36,$5.5,244.6,3.1,-90.2,-7.2,—,N/A,, ,78,18.0,21,28,48,160,4,13,0,0,41,51,-5,26,3,15,23,39%,,,,,,,,,,
352,Lian Bichsel,N,D,144,DAL,22,$0.9,152.2,2.2,-91.6,-7.3,—,N/A,, ,69,15.2,6,9,15,52,0,0,0,0,62,158,4,45,1,0,0,0%,,,,,,,,,,
353,Nicolas Hague,N,D,145,NSH,27,$5.5,152.0,2.0,-91.8,-7.3,126.9,-226.1,, ,78,19.5,4,13,17,84,0,0,0,1,88,96,-4,50,1,0,0,0%,,,,,,,,,,
354,Jonas Siegenthaler,N,D,146,N.J,29,$3.4,151.7,1.9,-92.1,-7.4,—,N/A,, ,78,19.6,2,14,16,66,0,0,0,1,126,89,-1,37,0,0,0,0%,,,,,,,,,,
355,Akira Schmid,,G,49,FLA,26,$2.0,106.3,3.8,-92.5,-7.4,—,N/A,, ,,,,,,,,,,,,,,,,,,,,28,16,9,3,2,664,78,0.895,2.79
356,Nick Perbix,N,D,147,NSH,28,$2.8,151.0,1.8,-92.8,-7.4,—,N/A,, ,82,19.2,4,17,21,81,0,0,0,2,107,58,-5,24,1,0,0,0%,,,,,,,,,,
357,Pierre-Luc Dubois,Y,"C,LW",86,WSH,28,$8.5,235.3,3.2,-93.4,-7.5,—,N/A,, ,75,16.8,17,33,50,125,5,12,0,0,43,66,5,46,2,474,489,49%,,,,,,,,,,
358,Jalen Chatfield,N,D,148,CAR,30,$3.0,150.0,1.9,-93.8,-7.5,—,N/A,, ,81,19.1,4,14,19,102,0,0,0,0,82,55,6,32,1,0,0,0%,,,,,,,,,,
359,Ian Moore,N,D,149,ANA,24,$1.2,149.6,1.9,-94.2,-7.5,—,N/A,, ,78,16.0,5,12,18,87,0,0,0,1,102,68,-4,31,1,0,3,0%,,,,,,,,,,
360,Brett Pesce,N,D,150,N.J,31,$5.5,149.5,2.0,-94.3,-7.5,—,N/A,, ,73,20.3,3,13,15,92,0,0,0,0,137,38,-1,25,0,0,0,0%,,,,,,,,,,
361,Ryker Evans,N,D,151,SEA,24,$2.1,148.4,2.0,-95.4,-7.6,—,N/A,, ,76,18.2,7,14,21,61,0,1,1,1,94,81,-6,37,1,0,0,0%,,,,,,,,,,
362,Theo Lindstein,N,D,152,STL,21,$0.9,147.9,2.1,-95.9,-7.7,—,N/A,, ,70,16.9,7,14,20,83,0,0,0,0,80,68,-1,28,1,0,0,0%,,,,,,,,,,
363,Casey DeSmith,,G,50,DAL,35,$1.0,101.9,4.1,-96.9,-7.7,—,N/A,, ,,,,,,,,,,,,,,,,,,,,25,14,8,3,1,624,69,0.900,2.78
364,Mathieu Olivier,N,RW,90,CBJ,29,$3.0,237.5,3.1,-97.4,-7.8,—,N/A,, ,78,13.6,15,13,28,105,0,0,1,1,57,230,2,84,2,5,13,29%,,,,,,,,,,
365,Johnathan Kovacevic,N,D,153,N.J,29,$4.0,146.1,2.0,-97.7,-7.8,—,N/A,, ,73,19.2,2,14,17,66,0,0,0,0,95,97,0,56,0,0,0,0%,,,,,,,,,,
366,Sebastian Cossa,,G,51,UTA,23,$2.0,100.9,4.0,-97.8,-7.8,—,N/A,,+,,,,,,,,,,,,,,,,,,,,25,13,9,3,1,654,73,0.900,2.91
367,Maveric Lamoureux,N,D,154,UTA,22,$0.9,145.8,2.0,-98.1,-7.8,—,N/A,, ,72,15.5,4,13,18,74,0,0,0,0,84,89,1,50,1,0,0,0%,,,,,,,,,,
368,Frank Nazar,Y,C,81,CHI,22,$6.6,230.0,3.1,-98.5,-7.9,—,N/A,, ,75,18.0,19,28,47,150,4,11,1,1,49,50,-8,28,2,415,479,46%,,,,,,,,,,
369,Yakov Trenin,N,"C,LW,RW",91,MIN,29,$3.5,236.1,2.9,-98.8,-7.9,—,N/A,, ,83,12.5,8,12,20,96,0,0,0,0,37,316,3,34,1,50,70,42%,,,,,,,,,,
370,John Marino,N,D,155,UTA,29,$4.4,144.0,1.9,-99.8,-8.0,132.2,-237.8,, ,77,20.7,4,26,30,60,0,0,0,1,84,39,4,22,1,0,0,0%,,,,,,,,,,
371,Samuel Ersson,,G,52,OTT,26,$2.2,98.7,3.3,-100.0,-8.0,—,N/A,, ,,,,,,,,,,,,,,,,,,,,30,16,11,4,2,637,82,0.886,2.73
372,Parker Wotherspoon,N,D,156,VGK,29,$1.0,143.7,1.9,-100.1,-8.0,—,N/A,, ,76,16.9,1,15,17,51,0,0,0,1,90,114,3,33,0,0,0,0%,,,,,,,,,,
373,Jonathan Aspirot,N,D,157,BOS,27,$0.9,143.5,1.9,-100.3,-8.0,—,N/A,, ,75,16.6,4,12,16,59,0,0,0,0,99,98,0,44,0,0,0,0%,,,,,,,,,,
374,Tristan Luneau,N,D,158,ANA,20,$0.9,143.1,2.1,-100.7,-8.1,—,N/A,, ,68,16.9,6,13,19,85,0,0,0,0,82,59,-3,25,1,0,0,0%,,,,,,,,,,
375,Timothy Liljegren,N,D,159,WSH,27,$3.3,142.9,2.0,-100.9,-8.1,—,N/A,, ,73,17.5,3,12,15,67,0,0,0,0,117,69,3,34,0,0,0,0%,,,,,,,,,,
376,Dennis Hildeby,,G,53,T.B,25,$0.8,97.7,3.9,-101.0,-8.1,—,N/A,, ,,,,,,,,,,,,,,,,,,,,25,15,8,3,2,588,69,0.896,2.74
377,Brett Kulak,N,D,160,COL,32,$4.5,142.6,1.7,-101.2,-8.1,—,N/A,, ,84,18.8,2,14,16,96,0,0,0,0,110,37,4,32,0,0,0,0%,,,,,,,,,,
378,Connor McMichael,N,"C,LW",95,STL,25,$6.8,226.9,2.7,-101.8,-8.1,—,N/A,, ,83,16.6,19,29,48,153,3,7,0,2,44,50,-2,35,3,268,338,44%,,,,,,,,,,
379,Pavel Buchnevich,N,"C,LW,RW",92,STL,31,$8.0,232.8,2.8,-102.1,-8.2,—,N/A,, ,83,17.1,20,30,50,148,4,12,0,1,38,40,-1,29,3,85,125,40%,,,,,,,,,,
380,Jack McBain,N,"C,LW",96,UTA,26,$4.3,226.5,2.8,-102.2,-8.2,—,N/A,, ,81,12.7,10,15,25,93,0,0,1,1,45,250,2,57,2,308,315,49%,,,,,,,,,,
381,Artturi Lehkonen,N,"LW,RW",93,COL,31,$4.5,232.4,3.0,-102.4,-8.2,135.9,-245.1,, ,76,17.5,22,24,46,154,2,4,0,0,37,48,10,25,4,6,15,29%,,,,,,,,,,
382,Michael DiPietro,,G,54,BOS,27,$0.8,96.2,3.8,-102.5,-8.2,—,N/A,, ,,,,,,,,,,,,,,,,,,,,25,12,10,3,1,668,75,0.899,3.00
383,Zachary Bolduc,N,"LW,RW",94,MTL,23,$0.9,232.0,3.0,-102.8,-8.2,—,N/A,, ,76,14.5,17,19,36,117,4,7,0,0,43,150,4,29,3,14,21,41%,,,,,,,,,,
384,Wyatt Kaiser,N,D,161,CHI,24,$1.7,140.1,1.9,-103.7,-8.3,—,N/A,, ,75,19.8,6,13,19,82,0,0,0,0,91,56,-8,33,1,0,0,0%,,,,,,,,,,
